name,dependency
infercnv,edgeR
infercnv,coin
infercnv,caTools
infercnv,digest
infercnv,RANN
infercnv,igraph
infercnv,reshape2
infercnv,rjags
infercnv,fitdistrplus
infercnv,future
infercnv,foreach
infercnv,doParallel
infercnv,Seurat
infercnv,BiocGenerics
infercnv,SummarizedExperiment
infercnv,SingleCellExperiment
infercnv,tidyr
infercnv,parallel
infercnv,coda
infercnv,gridExtra
infercnv,argparse
isomiRs,R
isomiRs,SummarizedExperiment
isomiRs,AnnotationDbi
isomiRs,assertive.sets
isomiRs,BiocGenerics
isomiRs,Biobase
isomiRs,broom
isomiRs,cluster
isomiRs,cowplot
isomiRs,DEGreport
isomiRs,DESeq2
isomiRs,IRanges
isomiRs,dplyr
isomiRs,GenomicRanges
isomiRs,gplots
isomiRs,ggplot2
isomiRs,gtools
isomiRs,gridExtra
isomiRs,grid
isomiRs,grDevices
isomiRs,graphics
isomiRs,GGally
isomiRs,limma
isomiRs,methods
isomiRs,RColorBrewer
isomiRs,readr
isomiRs,reshape
isomiRs,rlang
isomiRs,stats
isomiRs,stringr
isomiRs,S4Vectors
isomiRs,tidyr
isomiRs,tibble
keggorthology,R
keggorthology,stats
keggorthology,graph
keggorthology,hgu95av2.db
keggorthology,AnnotationDbi
keggorthology,DBI
keggorthology,graph
keggorthology,grDevices
keggorthology,methods
keggorthology,tools
keggorthology,utils
limma,R
limma,grDevices
limma,graphics
limma,stats
limma,utils
limma,methods
loci2path,R
loci2path,pheatmap
loci2path,wordcloud
loci2path,RColorBrewer
loci2path,data.table
loci2path,methods
loci2path,grDevices
loci2path,stats
loci2path,graphics
loci2path,GenomicRanges
loci2path,BiocParallel
loci2path,S4Vectors
mCSEA,R
mCSEA,mCSEAdata
mCSEA,Homo.sapiens
mCSEA,biomaRt
mCSEA,fgsea
mCSEA,GenomicFeatures
mCSEA,GenomicRanges
mCSEA,ggplot2
mCSEA,graphics
mCSEA,grDevices
mCSEA,Gviz
mCSEA,IRanges
mCSEA,limma
mCSEA,methods
mCSEA,parallel
mCSEA,S4Vectors
mCSEA,stats
mCSEA,SummarizedExperiment
mCSEA,utils
maftools,R
maftools,data.table
maftools,grDevices
maftools,methods
maftools,RColorBrewer
maftools,Rhtslib
maftools,survival
maftools,DNAcopy
marr,R
marr,Rcpp
marr,SummarizedExperiment
marr,utils
marr,methods
marr,ggplot2
marr,dplyr
marr,magrittr
marr,rlang
marr,S4Vectors
matter,R
matter,BiocParallel
matter,Matrix
matter,methods
matter,stats
matter,BiocGenerics
matter,ProtGenerics
matter,digest
matter,irlba
matter,biglm
matter,utils
messina,R
messina,survival
messina,methods
messina,Rcpp
messina,plyr
messina,ggplot2
messina,grid
messina,foreach
messina,graphics
metagene,R
metagene,R6
metagene,GenomicRanges
metagene,BiocParallel
metagene,rtracklayer
metagene,gplots
metagene,tools
metagene,GenomicAlignments
metagene,GenomeInfoDb
metagene,GenomicFeatures
metagene,IRanges
metagene,ggplot2
metagene,Rsamtools
metagene,matrixStats
metagene,purrr
metagene,data.table
metagene,magrittr
metagene,methods
metagene,utils
metagene,ensembldb
metagene,EnsDb.Hsapiens.v86
metagene,stringr
metavizr,R
metavizr,metagenomeSeq
metavizr,methods
metavizr,data.table
metavizr,Biobase
metavizr,digest
metavizr,epivizr
metavizr,epivizrData
metavizr,epivizrServer
metavizr,epivizrStandalone
metavizr,vegan
metavizr,GenomeInfoDb
metavizr,phyloseq
metavizr,httr
methylMnM,R
methylMnM,edgeR
methylMnM,statmod
miRBaseConverter,R
miRBaseConverter,stats
miRspongeR,R
miRspongeR,corpcor
miRspongeR,SPONGE
miRspongeR,parallel
miRspongeR,igraph
miRspongeR,MCL
miRspongeR,clusterProfiler
miRspongeR,ReactomePA
miRspongeR,DOSE
miRspongeR,survival
miRspongeR,grDevices
miRspongeR,graphics
miRspongeR,stats
miRspongeR,linkcomm
miRspongeR,utils
miRspongeR,Rcpp
miRspongeR,org.Hs.eg.db
miRspongeR,foreach
miRspongeR,doParallel
microbiomeExplorer,shiny
microbiomeExplorer,magrittr
microbiomeExplorer,metagenomeSeq
microbiomeExplorer,Biobase
microbiomeExplorer,shinyjs
microbiomeExplorer,shinydashboard
microbiomeExplorer,shinycssloaders
microbiomeExplorer,shinyWidgets
microbiomeExplorer,rmarkdown
microbiomeExplorer,DESeq2
microbiomeExplorer,RColorBrewer
microbiomeExplorer,dplyr
microbiomeExplorer,tidyr
microbiomeExplorer,purrr
microbiomeExplorer,rlang
microbiomeExplorer,knitr
microbiomeExplorer,readr
microbiomeExplorer,DT
microbiomeExplorer,biomformat
microbiomeExplorer,tools
microbiomeExplorer,stringr
microbiomeExplorer,vegan
microbiomeExplorer,matrixStats
microbiomeExplorer,heatmaply
microbiomeExplorer,car
microbiomeExplorer,broom
microbiomeExplorer,limma
microbiomeExplorer,reshape2
microbiomeExplorer,tibble
microbiomeExplorer,forcats
microbiomeExplorer,lubridate
microbiomeExplorer,methods
microbiomeExplorer,plotly
mirIntegrator,R
mirIntegrator,graph
mirIntegrator,ROntoTools
mirIntegrator,ggplot2
mirIntegrator,org.Hs.eg.db
mirIntegrator,AnnotationDbi
mirIntegrator,Rgraphviz
mnem,R
mnem,cluster
mnem,graph
mnem,Rgraphviz
mnem,flexclust
mnem,lattice
mnem,naturalsort
mnem,snowfall
mnem,stats4
mnem,tsne
mnem,methods
mnem,graphics
mnem,stats
mnem,utils
mnem,Linnorm
mnem,data.table
mnem,Rcpp
mnem,RcppEigen
mnem,matrixStats
mnem,grDevices
mnem,e1071
mnem,ggplot2
mnem,wesanderson
motifbreakR,R
motifbreakR,grid
motifbreakR,MotifDb
motifbreakR,methods
motifbreakR,grDevices
motifbreakR,stringr
motifbreakR,parallel
motifbreakR,BiocGenerics
motifbreakR,S4Vectors
motifbreakR,IRanges
motifbreakR,GenomeInfoDb
motifbreakR,GenomicRanges
motifbreakR,Biostrings
motifbreakR,BSgenome
motifbreakR,rtracklayer
motifbreakR,VariantAnnotation
motifbreakR,BiocParallel
motifbreakR,motifStack
motifbreakR,Gviz
motifbreakR,matrixStats
motifbreakR,TFMPvalue
motifbreakR,SummarizedExperiment
mslp,R
mslp,data.table
mslp,doRNG
mslp,fmsb
mslp,foreach
mslp,magrittr
mslp,org.Hs.eg.db
mslp,pROC
mslp,randomForest
mslp,RankProd
mslp,stats
mslp,utils
multiSight,R
multiSight,golem
multiSight,config
multiSight,R6
multiSight,shiny
multiSight,shinydashboard
multiSight,DT
multiSight,dplyr
multiSight,stringr
multiSight,anyLib
multiSight,caret
multiSight,biosigner
multiSight,mixOmics
multiSight,stats
multiSight,DESeq2
multiSight,clusterProfiler
multiSight,rWikiPathways
multiSight,ReactomePA
multiSight,enrichplot
multiSight,ppcor
multiSight,metap
multiSight,infotheo
multiSight,igraph
multiSight,networkD3
multiSight,easyPubMed
multiSight,utils
multiSight,htmltools
multiSight,rmarkdown
multiSight,ggnewscale
mygene,R
mygene,GenomicFeatures
mygene,httr
mygene,jsonlite
mygene,S4Vectors
mygene,Hmisc
mygene,sqldf
mygene,plyr
ndexr,RCX
ndexr,httr
ndexr,jsonlite
ndexr,plyr
ndexr,tidyr
netboost,R
netboost,Rcpp
netboost,RcppParallel
netboost,parallel
netboost,grDevices
netboost,graphics
netboost,stats
netboost,utils
netboost,dynamicTreeCut
netboost,WGCNA
netboost,impute
netboost,colorspace
netboost,methods
netboost,BiocStyle
netboost,R.utils
nondetects,R
nondetects,Biobase
nondetects,limma
nondetects,mvtnorm
nondetects,utils
nondetects,methods
nondetects,arm
nondetects,HTqPCR
nucleoSim,stats
nucleoSim,IRanges
nucleoSim,S4Vectors
nucleoSim,graphics
nucleoSim,methods
omicplotR,R
omicplotR,ALDEx2
omicplotR,compositions
omicplotR,DT
omicplotR,grDevices
omicplotR,knitr
omicplotR,jsonlite
omicplotR,matrixStats
omicplotR,rmarkdown
omicplotR,shiny
omicplotR,stats
omicplotR,vegan
omicplotR,zCompositions
onlineFDR,stats
onlineFDR,Rcpp
onlineFDR,progress
oppti,R
oppti,limma
oppti,stats
oppti,reshape
oppti,ggplot2
oppti,grDevices
oppti,RColorBrewer
oppti,pheatmap
oppti,knitr
oppti,methods
oppti,devtools
oppti,parallelDist
pandaR,R
pandaR,methods
pandaR,Biobase
pandaR,BiocGenerics
pandaR,matrixStats
pandaR,igraph
pandaR,ggplot2
pandaR,grid
pandaR,reshape
pandaR,plyr
pandaR,RUnit
pandaR,hexbin
pathifier,R.oo
pathifier,princurve
peakPantheR,R
peakPantheR,foreach
peakPantheR,doParallel
peakPantheR,ggplot2
peakPantheR,gridExtra
peakPantheR,MSnbase
peakPantheR,mzR
peakPantheR,stringr
peakPantheR,methods
peakPantheR,XML
peakPantheR,minpack.lm
peakPantheR,scales
peakPantheR,shiny
peakPantheR,bslib
peakPantheR,shinycssloaders
peakPantheR,DT
peakPantheR,pracma
peakPantheR,utils
peakPantheR,lubridate
pepStat,R
pepStat,Biobase
pepStat,IRanges
pepStat,limma
pepStat,fields
pepStat,GenomicRanges
pepStat,ggplot2
pepStat,plyr
pepStat,tools
pepStat,methods
pepStat,data.table
philr,ape
philr,phangorn
philr,tidyr
philr,ggplot2
philr,ggtree
philr,methods
pkgDepTools,methods
pkgDepTools,graph
pkgDepTools,RBGL
plyranges,R
plyranges,BiocGenerics
plyranges,IRanges
plyranges,GenomicRanges
plyranges,methods
plyranges,dplyr
plyranges,rlang
plyranges,magrittr
plyranges,tidyselect
plyranges,rtracklayer
plyranges,GenomicAlignments
plyranges,GenomeInfoDb
plyranges,Rsamtools
plyranges,S4Vectors
plyranges,utils
ppcseq,R
ppcseq,methods
ppcseq,Rcpp
ppcseq,rstan
ppcseq,rstantools
ppcseq,tibble
ppcseq,dplyr
ppcseq,magrittr
ppcseq,purrr
ppcseq,future
ppcseq,furrr
ppcseq,tidyr
ppcseq,lifecycle
ppcseq,ggplot2
ppcseq,foreach
ppcseq,tidybayes
ppcseq,edgeR
ppcseq,benchmarkme
ppcseq,parallel
ppcseq,rlang
ppcseq,stats
ppcseq,utils
ppcseq,graphics
profileScoreDist,R
profileScoreDist,Rcpp
profileScoreDist,BiocGenerics
profileScoreDist,methods
profileScoreDist,graphics
ptairMS,Biobase
ptairMS,bit64
ptairMS,chron
ptairMS,data.table
ptairMS,doParallel
ptairMS,DT
ptairMS,enviPat
ptairMS,foreach
ptairMS,ggplot2
ptairMS,graphics
ptairMS,grDevices
ptairMS,ggpubr
ptairMS,gridExtra
ptairMS,Hmisc
ptairMS,methods
ptairMS,minpack.lm
ptairMS,MSnbase
ptairMS,parallel
ptairMS,plotly
ptairMS,rhdf5
ptairMS,rlang
ptairMS,Rcpp
ptairMS,shiny
ptairMS,shinyscreenshot
ptairMS,signal
ptairMS,scales
ptairMS,stats
ptairMS,utils
pwrEWAS,shinyBS
pwrEWAS,foreach
pwrEWAS,doParallel
pwrEWAS,abind
pwrEWAS,truncnorm
pwrEWAS,CpGassoc
pwrEWAS,shiny
pwrEWAS,ggplot2
pwrEWAS,parallel
pwrEWAS,shinyWidgets
pwrEWAS,BiocManager
pwrEWAS,doSNOW
pwrEWAS,limma
pwrEWAS,genefilter
pwrEWAS,stats
pwrEWAS,grDevices
pwrEWAS,methods
pwrEWAS,utils
pwrEWAS,graphics
pwrEWAS,pwrEWAS.data
qsea,R
qsea,Biostrings
qsea,graphics
qsea,gtools
qsea,methods
qsea,stats
qsea,utils
qsea,HMMcopy
qsea,rtracklayer
qsea,BSgenome
qsea,GenomicRanges
qsea,Rsamtools
qsea,IRanges
qsea,limma
qsea,GenomeInfoDb
qsea,BiocGenerics
qsea,grDevices
qsea,zoo
qsea,BiocParallel
qsea,S4Vectors
qvalue,R
qvalue,splines
qvalue,ggplot2
qvalue,grid
qvalue,reshape2
rSWeeP,R
rSWeeP,pracma
rSWeeP,stats
randRotation,methods
randRotation,graphics
randRotation,utils
randRotation,stats
randRotation,Rdpack
recount,R
recount,SummarizedExperiment
recount,BiocParallel
recount,derfinder
recount,downloader
recount,GEOquery
recount,GenomeInfoDb
recount,GenomicRanges
recount,IRanges
recount,methods
recount,RCurl
recount,rentrez
recount,rtracklayer
recount,S4Vectors
recount,stats
recount,utils
rfaRm,httr
rfaRm,stringi
rfaRm,rsvg
rfaRm,magick
rfaRm,data.table
rfaRm,Biostrings
rfaRm,utils
rfaRm,rvest
rfaRm,xml2
rfaRm,IRanges
rfaRm,S4Vectors
riboSeqR,R
riboSeqR,methods
riboSeqR,GenomicRanges
riboSeqR,abind
riboSeqR,Rsamtools
riboSeqR,IRanges
riboSeqR,baySeq
riboSeqR,GenomeInfoDb
riboSeqR,seqLogo
rnaseqcomp,R
rnaseqcomp,RColorBrewer
rnaseqcomp,methods
rpx,R
rpx,methods
rpx,BiocFileCache
rpx,jsonlite
rpx,xml2
rpx,RCurl
rpx,curl
rpx,utils
sSeq,R
sSeq,caTools
sSeq,RColorBrewer
savR,ggplot2
savR,methods
savR,reshape2
savR,scales
savR,gridExtra
savR,XML
scDblFinder,R
scDblFinder,SingleCellExperiment
scDblFinder,igraph
scDblFinder,Matrix
scDblFinder,BiocGenerics
scDblFinder,BiocParallel
scDblFinder,BiocNeighbors
scDblFinder,BiocSingular
scDblFinder,S4Vectors
scDblFinder,SummarizedExperiment
scDblFinder,scran
scDblFinder,scater
scDblFinder,scuttle
scDblFinder,bluster
scDblFinder,methods
scDblFinder,DelayedArray
scDblFinder,xgboost
scDblFinder,stats
scDblFinder,utils
scDblFinder,MASS
scDblFinder,IRanges
scDblFinder,GenomicRanges
scDblFinder,GenomeInfoDb
scDblFinder,Rsamtools
scDblFinder,rtracklayer
scPCA,R
scPCA,stats
scPCA,methods
scPCA,assertthat
scPCA,tibble
scPCA,dplyr
scPCA,purrr
scPCA,stringr
scPCA,Rdpack
scPCA,matrixStats
scPCA,BiocParallel
scPCA,elasticnet
scPCA,sparsepca
scPCA,cluster
scPCA,kernlab
scPCA,origami
scPCA,RSpectra
scPCA,coop
scPCA,Matrix
scPCA,DelayedArray
scPCA,ScaledMatrix
scPCA,MatrixGenerics
scTHI,R
scTHI,BiocParallel
scTHI,Rtsne
scTHI,grDevices
scTHI,graphics
scTHI,stats
scatterHatch,R
scatterHatch,grid
scatterHatch,ggplot2
scatterHatch,plyr
scatterHatch,spatstat.geom
scatterHatch,stats
scatterHatch,grDevices
scoreInvHap,R
scoreInvHap,Biostrings
scoreInvHap,methods
scoreInvHap,snpStats
scoreInvHap,VariantAnnotation
scoreInvHap,GenomicRanges
scoreInvHap,BiocParallel
scoreInvHap,graphics
scoreInvHap,SummarizedExperiment
sechm,R
sechm,S4Vectors
sechm,SummarizedExperiment
sechm,seriation
sechm,ComplexHeatmap
sechm,circlize
sechm,methods
sechm,randomcoloR
sechm,stats
sechm,grid
sechm,grDevices
sechm,matrixStats
seqArchRplus,R
seqArchRplus,GenomicRanges
seqArchRplus,IRanges
seqArchRplus,S4Vectors
seqArchRplus,BiocParallel
seqArchRplus,Biostrings
seqArchRplus,BSgenome
seqArchRplus,ChIPseeker
seqArchRplus,cli
seqArchRplus,clusterProfiler
seqArchRplus,cowplot
seqArchRplus,factoextra
seqArchRplus,forcats
seqArchRplus,GenomeInfoDb
seqArchRplus,ggplot2
seqArchRplus,graphics
seqArchRplus,grDevices
seqArchRplus,gridExtra
seqArchRplus,heatmaps
seqArchRplus,methods
seqArchRplus,RColorBrewer
seqArchRplus,scales
seqArchRplus,seqArchR
seqArchRplus,seqPattern
seqArchRplus,stats
seqArchRplus,utils
seqcombo,R
seqcombo,ggplot2
seqcombo,grid
seqcombo,igraph
seqcombo,utils
seqcombo,yulab.utils
siggenes,Biobase
siggenes,multtest
siggenes,splines
siggenes,methods
siggenes,stats4
siggenes,grDevices
siggenes,graphics
siggenes,stats
siggenes,scrime
simpleSeg,R
simpleSeg,BiocParallel
simpleSeg,EBImage
simpleSeg,terra
simpleSeg,stats
simpleSeg,spatstat.geom
simpleSeg,S4Vectors
simpleSeg,grDevices
simpleSeg,SummarizedExperiment
simpleSeg,methods
simpleSeg,cytomapper
sizepower,stats
snpStats,R
snpStats,survival
snpStats,Matrix
snpStats,methods
snpStats,graphics
snpStats,grDevices
snpStats,stats
snpStats,utils
snpStats,BiocGenerics
snpStats,zlibbioc
spatialHeatmap,R
spatialHeatmap,data.table
spatialHeatmap,dplyr
spatialHeatmap,edgeR
spatialHeatmap,WGCNA
spatialHeatmap,flashClust
spatialHeatmap,htmlwidgets
spatialHeatmap,genefilter
spatialHeatmap,ggplot2
spatialHeatmap,ggdendro
spatialHeatmap,grImport
spatialHeatmap,grid
spatialHeatmap,gridExtra
spatialHeatmap,gplots
spatialHeatmap,igraph
spatialHeatmap,methods
spatialHeatmap,Matrix
spatialHeatmap,rsvg
spatialHeatmap,shiny
spatialHeatmap,dynamicTreeCut
spatialHeatmap,grDevices
spatialHeatmap,graphics
spatialHeatmap,ggplotify
spatialHeatmap,parallel
spatialHeatmap,plotly
spatialHeatmap,reshape2
spatialHeatmap,scater
spatialHeatmap,scuttle
spatialHeatmap,scran
spatialHeatmap,stats
spatialHeatmap,SummarizedExperiment
spatialHeatmap,SingleCellExperiment
spatialHeatmap,shinydashboard
spatialHeatmap,S4Vectors
spatialHeatmap,tibble
spatialHeatmap,utils
spatialHeatmap,visNetwork
spatialHeatmap,UpSetR
spatialHeatmap,xml2
spatialHeatmap,yaml
spkTools,R
spkTools,Biobase
spkTools,graphics
spkTools,grDevices
spkTools,gtools
spkTools,methods
spkTools,RColorBrewer
spkTools,stats
spkTools,utils
sscu,R
sscu,Biostrings
sscu,seqinr
sscu,BiocGenerics
statTarget,R
statTarget,randomForest
statTarget,plyr
statTarget,pdist
statTarget,ROC
statTarget,utils
statTarget,grDevices
statTarget,graphics
statTarget,rrcov
statTarget,stats
statTarget,pls
statTarget,impute
survcomp,survival
survcomp,prodlim
survcomp,R
survcomp,ipred
survcomp,SuppDists
survcomp,KernSmooth
survcomp,survivalROC
survcomp,bootstrap
survcomp,grid
survcomp,rmeta
survcomp,stats
survcomp,graphics
synapsis,R
synapsis,EBImage
synapsis,stats
synapsis,utils
synapsis,graphics
systemPipeTools,DESeq2
systemPipeTools,GGally
systemPipeTools,Rtsne
systemPipeTools,SummarizedExperiment
systemPipeTools,ape
systemPipeTools,dplyr
systemPipeTools,ggplot2
systemPipeTools,ggrepel
systemPipeTools,ggtree
systemPipeTools,glmpca
systemPipeTools,pheatmap
systemPipeTools,plotly
systemPipeTools,tibble
systemPipeTools,magrittr
systemPipeTools,DT
systemPipeTools,stats
target,R
target,BiocGenerics
target,GenomicRanges
target,IRanges
target,matrixStats
target,methods
target,stats
target,graphics
target,shiny
tidybulk,R
tidybulk,tibble
tidybulk,readr
tidybulk,dplyr
tidybulk,magrittr
tidybulk,tidyr
tidybulk,stringi
tidybulk,stringr
tidybulk,rlang
tidybulk,purrr
tidybulk,tidyselect
tidybulk,preprocessCore
tidybulk,stats
tidybulk,parallel
tidybulk,utils
tidybulk,lifecycle
tidybulk,scales
tidybulk,SummarizedExperiment
tidybulk,GenomicRanges
tidybulk,methods
tidybulk,S4Vectors
tidybulk,crayon
trackViewer,R
trackViewer,grDevices
trackViewer,methods
trackViewer,GenomicRanges
trackViewer,grid
trackViewer,Rcpp
trackViewer,GenomeInfoDb
trackViewer,GenomicAlignments
trackViewer,GenomicFeatures
trackViewer,Gviz
trackViewer,Rsamtools
trackViewer,S4Vectors
trackViewer,rtracklayer
trackViewer,BiocGenerics
trackViewer,scales
trackViewer,tools
trackViewer,IRanges
trackViewer,AnnotationDbi
trackViewer,grImport
trackViewer,htmlwidgets
trackViewer,plotrix
trackViewer,Rgraphviz
trackViewer,InteractionSet
trackViewer,graph
trackViewer,utils
trackViewer,rhdf5
transomics2cytoscape,RCy3
transomics2cytoscape,KEGGREST
transomics2cytoscape,dplyr
transomics2cytoscape,purrr
transomics2cytoscape,tibble
tricycle,R
tricycle,SingleCellExperiment
tricycle,methods
tricycle,circular
tricycle,ggplot2
tricycle,ggnewscale
tricycle,AnnotationDbi
tricycle,scater
tricycle,GenomicRanges
tricycle,IRanges
tricycle,S4Vectors
tricycle,scattermore
tricycle,dplyr
tricycle,RColorBrewer
tricycle,grDevices
tricycle,stats
tricycle,SummarizedExperiment
tricycle,utils
twilight,R
twilight,splines
twilight,stats
twilight,Biobase
twilight,graphics
twilight,grDevices
twilight,stats
velociraptor,SummarizedExperiment
velociraptor,methods
velociraptor,stats
velociraptor,Matrix
velociraptor,BiocGenerics
velociraptor,reticulate
velociraptor,S4Vectors
velociraptor,DelayedArray
velociraptor,basilisk
velociraptor,zellkonverter
velociraptor,scuttle
velociraptor,SingleCellExperiment
velociraptor,BiocParallel
velociraptor,BiocSingular
wavClusteR,R
wavClusteR,GenomicRanges
wavClusteR,Rsamtools
wavClusteR,methods
wavClusteR,BiocGenerics
wavClusteR,S4Vectors
wavClusteR,IRanges
wavClusteR,Biostrings
wavClusteR,foreach
wavClusteR,GenomicFeatures
wavClusteR,ggplot2
wavClusteR,Hmisc
wavClusteR,mclust
wavClusteR,rtracklayer
wavClusteR,seqinr
wavClusteR,stringr
xcms,R
xcms,BiocParallel
xcms,MSnbase
xcms,mzR
xcms,methods
xcms,Biobase
xcms,BiocGenerics
xcms,ProtGenerics
xcms,lattice
xcms,RColorBrewer
xcms,plyr
xcms,RANN
xcms,MassSpecWavelet
xcms,S4Vectors
xcms,robustbase
xcms,IRanges
xcms,SummarizedExperiment
xcms,MsCoreUtils
xcms,MsFeatures
xcms,multtest
zinbwave,R
zinbwave,methods
zinbwave,SummarizedExperiment
zinbwave,SingleCellExperiment
zinbwave,BiocParallel
zinbwave,softImpute
zinbwave,stats
zinbwave,genefilter
zinbwave,edgeR
zinbwave,Matrix
ADAMgui,R
ADAMgui,stats
ADAMgui,utils
ADAMgui,methods
ADAMgui,ADAM
ADAMgui,GO.db
ADAMgui,dplyr
ADAMgui,shiny
ADAMgui,stringr
ADAMgui,stringi
ADAMgui,varhandle
ADAMgui,ggplot2
ADAMgui,ggrepel
ADAMgui,ggpubr
ADAMgui,ggsignif
ADAMgui,reshape2
ADAMgui,RColorBrewer
ADAMgui,colorRamps
ADAMgui,DT
ADAMgui,data.table
ADAMgui,gridExtra
ADAMgui,shinyjs
ADAMgui,knitr
ADAMgui,testthat
ALDEx2,methods
ALDEx2,stats
ALDEx2,zCompositions
ALDEx2,Rfast
ALDEx2,BiocParallel
ALDEx2,GenomicRanges
ALDEx2,IRanges
ALDEx2,S4Vectors
ALDEx2,SummarizedExperiment
ALDEx2,multtest
ASAFE,R
ASpediaFI,R
ASpediaFI,SummarizedExperiment
ASpediaFI,ROCR
ASpediaFI,BiocParallel
ASpediaFI,GenomicAlignments
ASpediaFI,GenomicFeatures
ASpediaFI,GenomicRanges
ASpediaFI,IRanges
ASpediaFI,IVAS
ASpediaFI,Rsamtools
ASpediaFI,biomaRt
ASpediaFI,limma
ASpediaFI,S4Vectors
ASpediaFI,stats
ASpediaFI,DRaWR
ASpediaFI,GenomeInfoDb
ASpediaFI,Gviz
ASpediaFI,Matrix
ASpediaFI,dplyr
ASpediaFI,fgsea
ASpediaFI,reshape2
ASpediaFI,igraph
ASpediaFI,graphics
ASpediaFI,e1071
ASpediaFI,methods
ASpediaFI,rtracklayer
ASpediaFI,scales
ASpediaFI,grid
ASpediaFI,ggplot2
ASpediaFI,mGSZ
ASpediaFI,utils
AgiMicroRna,R
AgiMicroRna,methods
AgiMicroRna,Biobase
AgiMicroRna,limma
AgiMicroRna,affy
AgiMicroRna,preprocessCore
AgiMicroRna,affycoretools
AnVILWorkflow,R
AnVILWorkflow,utils
AnVILWorkflow,AnVIL
AnVILWorkflow,httr
AnVILWorkflow,methods
AnVILWorkflow,jsonlite
ArrayExpressHTS,sampling
ArrayExpressHTS,Rsamtools
ArrayExpressHTS,snow
ArrayExpressHTS,Biobase
ArrayExpressHTS,BiocGenerics
ArrayExpressHTS,Biostrings
ArrayExpressHTS,GenomicRanges
ArrayExpressHTS,Hmisc
ArrayExpressHTS,IRanges
ArrayExpressHTS,R2HTML
ArrayExpressHTS,RColorBrewer
ArrayExpressHTS,ShortRead
ArrayExpressHTS,XML
ArrayExpressHTS,biomaRt
ArrayExpressHTS,edgeR
ArrayExpressHTS,grDevices
ArrayExpressHTS,graphics
ArrayExpressHTS,methods
ArrayExpressHTS,rJava
ArrayExpressHTS,stats
ArrayExpressHTS,svMisc
ArrayExpressHTS,utils
ArrayExpressHTS,sendmailR
ArrayExpressHTS,bitops
BEAT,R
BEAT,GenomicRanges
BEAT,ShortRead
BEAT,Biostrings
BEAT,BSgenome
BPRMeth,R
BPRMeth,GenomicRanges
BPRMeth,assertthat
BPRMeth,methods
BPRMeth,MASS
BPRMeth,doParallel
BPRMeth,parallel
BPRMeth,e1071
BPRMeth,earth
BPRMeth,foreach
BPRMeth,randomForest
BPRMeth,stats
BPRMeth,IRanges
BPRMeth,S4Vectors
BPRMeth,data.table
BPRMeth,graphics
BPRMeth,truncnorm
BPRMeth,mvtnorm
BPRMeth,Rcpp
BPRMeth,matrixcalc
BPRMeth,magrittr
BPRMeth,kernlab
BPRMeth,ggplot2
BPRMeth,cowplot
BPRMeth,BiocStyle
BaalChIP,R
BaalChIP,GenomicRanges
BaalChIP,IRanges
BaalChIP,Rsamtools
BaalChIP,GenomicAlignments
BaalChIP,GenomeInfoDb
BaalChIP,doParallel
BaalChIP,parallel
BaalChIP,doBy
BaalChIP,reshape2
BaalChIP,scales
BaalChIP,coda
BaalChIP,foreach
BaalChIP,ggplot2
BaalChIP,methods
BaalChIP,utils
BaalChIP,graphics
BaalChIP,stats
BatchQC,R
BatchQC,utils
BatchQC,rmarkdown
BatchQC,knitr
BatchQC,pander
BatchQC,gplots
BatchQC,MCMCpack
BatchQC,shiny
BatchQC,sva
BatchQC,corpcor
BatchQC,moments
BatchQC,matrixStats
BatchQC,ggvis
BatchQC,heatmaply
BatchQC,reshape2
BatchQC,limma
BatchQC,grDevices
BatchQC,graphics
BatchQC,stats
BatchQC,methods
BatchQC,Matrix
BioCor,R
BioCor,BiocParallel
BioCor,GSEABase
BioCor,Matrix
BioCor,methods
BioTIP,R
BioTIP,igraph
BioTIP,cluster
BioTIP,psych
BioTIP,stringr
BioTIP,GenomicRanges
BioTIP,MASS
BioTIP,scran
BiocHail,R
BiocHail,graphics
BiocHail,stats
BiocHail,utils
BiocHail,reticulate
BiocHail,basilisk
BiocHail,BiocFileCache
BiocHail,methods
BiocHail,dplyr
BiocHail,BiocGenerics
BiocSingular,BiocGenerics
BiocSingular,S4Vectors
BiocSingular,Matrix
BiocSingular,methods
BiocSingular,utils
BiocSingular,DelayedArray
BiocSingular,BiocParallel
BiocSingular,ScaledMatrix
BiocSingular,irlba
BiocSingular,rsvd
BiocSingular,Rcpp
BiocSingular,beachmat
BiocVersion,R
BufferedMatrixMethods,R
BufferedMatrixMethods,BufferedMatrix
BufferedMatrixMethods,methods
CATALYST,R
CATALYST,SingleCellExperiment
CATALYST,circlize
CATALYST,ComplexHeatmap
CATALYST,ConsensusClusterPlus
CATALYST,cowplot
CATALYST,data.table
CATALYST,dplyr
CATALYST,drc
CATALYST,flowCore
CATALYST,FlowSOM
CATALYST,ggplot2
CATALYST,ggrepel
CATALYST,ggridges
CATALYST,graphics
CATALYST,grDevices
CATALYST,grid
CATALYST,gridExtra
CATALYST,magrittr
CATALYST,Matrix
CATALYST,matrixStats
CATALYST,methods
CATALYST,nnls
CATALYST,purrr
CATALYST,RColorBrewer
CATALYST,reshape2
CATALYST,Rtsne
CATALYST,SummarizedExperiment
CATALYST,S4Vectors
CATALYST,scales
CATALYST,scater
CATALYST,stats
CINdex,R
CINdex,GenomicRanges
CINdex,bitops
CINdex,gplots
