ID,Platform,Project Name,Project ID,Version Number,Version ID,Dependency Name,Dependency Platform,Dependency Kind,Optional Dependency,Dependency Requirements,Dependency Project ID
,Bioconductor,PECA,,1.34.0,,affy,Bioconductor,imports,,,
,Bioconductor,PECA,,1.34.0,,genefilter,Bioconductor,imports,,,
,Bioconductor,PECA,,1.34.0,,preprocessCore,Bioconductor,imports,,,
,Bioconductor,PECA,,1.34.0,,aroma.affymetrix,Bioconductor,imports,,,
,Bioconductor,PECA,,1.34.0,,aroma.core,Bioconductor,imports,,,
,Bioconductor,Pviz,,1.32.0,,R,Bioconductor,depends,,,
,Bioconductor,Pviz,,1.32.0,,Gviz,Bioconductor,depends,,,
,Bioconductor,Pviz,,1.32.0,,biovizBase,Bioconductor,imports,,,
,Bioconductor,Pviz,,1.32.0,,Biostrings,Bioconductor,imports,,,
,Bioconductor,Pviz,,1.32.0,,GenomicRanges,Bioconductor,imports,,,
,Bioconductor,Pviz,,1.32.0,,IRanges,Bioconductor,imports,,,
,Bioconductor,Pviz,,1.32.0,,data.table,Bioconductor,imports,,,
,Bioconductor,Pviz,,1.32.0,,methods,Bioconductor,imports,,,
,Bioconductor,SCANVIS,,1.12.0,,R,Bioconductor,depends,,,
,Bioconductor,SCANVIS,,1.12.0,,IRanges,Bioconductor,imports,,,
,Bioconductor,SCANVIS,,1.12.0,,plotrix,Bioconductor,imports,,,
,Bioconductor,SCANVIS,,1.12.0,,RCurl,Bioconductor,imports,,,
,Bioconductor,SCANVIS,,1.12.0,,rtracklayer,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,R,Bioconductor,depends,,,
,Bioconductor,scTensor,,2.8.0,,methods,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,RSQLite,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,igraph,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,S4Vectors,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,plotly,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,reactome.db,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,AnnotationDbi,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,SummarizedExperiment,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,SingleCellExperiment,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,nnTensor,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,ccTensor,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,rTensor,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,abind,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,plotrix,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,heatmaply,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,tagcloud,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,rmarkdown,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,BiocStyle,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,knitr,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,AnnotationHub,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,MeSHDbi,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,grDevices,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,graphics,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,stats,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,utils,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,outliers,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,Category,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,meshr,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,GOstats,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,ReactomePA,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,DOSE,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,crayon,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,checkmate,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,BiocManager,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,visNetwork,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,schex,Bioconductor,imports,,,
,Bioconductor,scTensor,,2.8.0,,ggplot2,Bioconductor,imports,,,
,Bioconductor,seqbias,,1.46.0,,R,Bioconductor,depends,,,
,Bioconductor,seqbias,,1.46.0,,GenomicRanges,Bioconductor,depends,,,
,Bioconductor,seqbias,,1.46.0,,Biostrings,Bioconductor,depends,,,
,Bioconductor,seqbias,,1.46.0,,methods,Bioconductor,depends,,,
,Bioconductor,snapcount,,1.10.0,,R,Bioconductor,depends,,,
,Bioconductor,snapcount,,1.10.0,,R6,Bioconductor,imports,,,
,Bioconductor,snapcount,,1.10.0,,httr,Bioconductor,imports,,,
,Bioconductor,snapcount,,1.10.0,,rlang,Bioconductor,imports,,,
,Bioconductor,snapcount,,1.10.0,,purrr,Bioconductor,imports,,,
,Bioconductor,snapcount,,1.10.0,,jsonlite,Bioconductor,imports,,,
,Bioconductor,snapcount,,1.10.0,,assertthat,Bioconductor,imports,,,
,Bioconductor,snapcount,,1.10.0,,data.table,Bioconductor,imports,,,
,Bioconductor,snapcount,,1.10.0,,Matrix,Bioconductor,imports,,,
,Bioconductor,snapcount,,1.10.0,,magrittr,Bioconductor,imports,,,
,Bioconductor,snapcount,,1.10.0,,methods,Bioconductor,imports,,,
,Bioconductor,snapcount,,1.10.0,,stringr,Bioconductor,imports,,,
,Bioconductor,snapcount,,1.10.0,,stats,Bioconductor,imports,,,
,Bioconductor,snapcount,,1.10.0,,IRanges,Bioconductor,imports,,,
,Bioconductor,snapcount,,1.10.0,,GenomicRanges,Bioconductor,imports,,,
,Bioconductor,snapcount,,1.10.0,,SummarizedExperiment,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,R,Bioconductor,depends,,,
,Bioconductor,systemPipeShiny,,1.8.1,,shiny,Bioconductor,depends,,,
,Bioconductor,systemPipeShiny,,1.8.1,,spsUtil,Bioconductor,depends,,,
,Bioconductor,systemPipeShiny,,1.8.1,,spsComps,Bioconductor,depends,,,
,Bioconductor,systemPipeShiny,,1.8.1,,drawer,Bioconductor,depends,,,
,Bioconductor,systemPipeShiny,,1.8.1,,DT,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,assertthat,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,bsplus,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,crayon,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,dplyr,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,ggplot2,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,htmltools,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,glue,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,magrittr,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,methods,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,plotly,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,rlang,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,rstudioapi,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,shinyAce,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,shinyFiles,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,shinyWidgets,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,shinydashboard,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,shinydashboardPlus,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,shinyjqui,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,shinyjs,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,shinytoastr,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,stringr,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,stats,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,styler,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,tibble,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,utils,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,vroom,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,yaml,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,R6,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,RSQLite,Bioconductor,imports,,,
,Bioconductor,systemPipeShiny,,1.8.1,,openssl,Bioconductor,imports,,,
,Bioconductor,waddR,,1.12.0,,R,Bioconductor,depends,,,
,Bioconductor,waddR,,1.12.0,,Rcpp,Bioconductor,imports,,,
,Bioconductor,waddR,,1.12.0,,arm,Bioconductor,imports,,,
,Bioconductor,waddR,,1.12.0,,eva,Bioconductor,imports,,,
,Bioconductor,waddR,,1.12.0,,BiocFileCache,Bioconductor,imports,,,
,Bioconductor,waddR,,1.12.0,,BiocParallel,Bioconductor,imports,,,
,Bioconductor,waddR,,1.12.0,,SingleCellExperiment,Bioconductor,imports,,,
,Bioconductor,waddR,,1.12.0,,parallel,Bioconductor,imports,,,
,Bioconductor,waddR,,1.12.0,,methods,Bioconductor,imports,,,
,Bioconductor,waddR,,1.12.0,,stats,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,R,Bioconductor,depends,,,
,Bioconductor,AMARETTO,,1.13.0,,impute,Bioconductor,depends,,,
,Bioconductor,AMARETTO,,1.13.0,,doParallel,Bioconductor,depends,,,
,Bioconductor,AMARETTO,,1.13.0,,grDevices,Bioconductor,depends,,,
,Bioconductor,AMARETTO,,1.13.0,,dplyr,Bioconductor,depends,,,
,Bioconductor,AMARETTO,,1.13.0,,methods,Bioconductor,depends,,,
,Bioconductor,AMARETTO,,1.13.0,,ComplexHeatmap,Bioconductor,depends,,,
,Bioconductor,AMARETTO,,1.13.0,,callr,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,Matrix,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,Rcpp,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,BiocFileCache,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,DT,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,MultiAssayExperiment,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,circlize,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,curatedTCGAData,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,foreach,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,glmnet,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,httr,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,limma,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,matrixStats,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,readr,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,reshape2,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,tibble,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,rmarkdown,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,graphics,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,grid,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,parallel,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,stats,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,knitr,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,ggplot2,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,gridExtra,Bioconductor,imports,,,
,Bioconductor,AMARETTO,,1.13.0,,utils,Bioconductor,imports,,,
,Bioconductor,antiProfiles,,1.38.0,,R,Bioconductor,depends,,,
,Bioconductor,antiProfiles,,1.38.0,,matrixStats,Bioconductor,depends,,,
,Bioconductor,antiProfiles,,1.38.0,,methods,Bioconductor,depends,,,
,Bioconductor,antiProfiles,,1.38.0,,locfit,Bioconductor,depends,,,
,Bioconductor,ASEB,,1.42.0,,R,Bioconductor,depends,,,
,Bioconductor,ASEB,,1.42.0,,methods,Bioconductor,depends,,,
,Bioconductor,ASEB,,1.42.0,,graphics,Bioconductor,imports,,,
,Bioconductor,ASEB,,1.42.0,,methods,Bioconductor,imports,,,
,Bioconductor,ASEB,,1.42.0,,utils,Bioconductor,imports,,,
,Bioconductor,BaalChIP,,1.24.0,,R,Bioconductor,depends,,,
,Bioconductor,BaalChIP,,1.24.0,,GenomicRanges,Bioconductor,depends,,,
,Bioconductor,BaalChIP,,1.24.0,,IRanges,Bioconductor,depends,,,
,Bioconductor,BaalChIP,,1.24.0,,Rsamtools,Bioconductor,depends,,,
,Bioconductor,BaalChIP,,1.24.0,,GenomicAlignments,Bioconductor,imports,,,
,Bioconductor,BaalChIP,,1.24.0,,GenomeInfoDb,Bioconductor,imports,,,
,Bioconductor,BaalChIP,,1.24.0,,doParallel,Bioconductor,imports,,,
,Bioconductor,BaalChIP,,1.24.0,,parallel,Bioconductor,imports,,,
,Bioconductor,BaalChIP,,1.24.0,,doBy,Bioconductor,imports,,,
,Bioconductor,BaalChIP,,1.24.0,,reshape2,Bioconductor,imports,,,
,Bioconductor,BaalChIP,,1.24.0,,scales,Bioconductor,imports,,,
,Bioconductor,BaalChIP,,1.24.0,,coda,Bioconductor,imports,,,
,Bioconductor,BaalChIP,,1.24.0,,foreach,Bioconductor,imports,,,
,Bioconductor,BaalChIP,,1.24.0,,ggplot2,Bioconductor,imports,,,
,Bioconductor,BaalChIP,,1.24.0,,methods,Bioconductor,imports,,,
,Bioconductor,BaalChIP,,1.24.0,,utils,Bioconductor,imports,,,
,Bioconductor,BaalChIP,,1.24.0,,graphics,Bioconductor,imports,,,
,Bioconductor,BaalChIP,,1.24.0,,stats,Bioconductor,imports,,,
,Bioconductor,Basic4Cseq,,1.34.0,,R,Bioconductor,depends,,,
,Bioconductor,Basic4Cseq,,1.34.0,,Biostrings,Bioconductor,depends,,,
,Bioconductor,Basic4Cseq,,1.34.0,,GenomicAlignments,Bioconductor,depends,,,
,Bioconductor,Basic4Cseq,,1.34.0,,caTools,Bioconductor,depends,,,
,Bioconductor,Basic4Cseq,,1.34.0,,GenomicRanges,Bioconductor,depends,,,
,Bioconductor,Basic4Cseq,,1.34.0,,grDevices,Bioconductor,depends,,,
,Bioconductor,Basic4Cseq,,1.34.0,,graphics,Bioconductor,depends,,,
,Bioconductor,Basic4Cseq,,1.34.0,,stats,Bioconductor,depends,,,
,Bioconductor,Basic4Cseq,,1.34.0,,utils,Bioconductor,depends,,,
,Bioconductor,Basic4Cseq,,1.34.0,,methods,Bioconductor,imports,,,
,Bioconductor,Basic4Cseq,,1.34.0,,RCircos,Bioconductor,imports,,,
,Bioconductor,Basic4Cseq,,1.34.0,,BSgenome.Ecoli.NCBI.20080805,Bioconductor,imports,,,
,Bioconductor,biodbKegg,,1.4.0,,R,Bioconductor,depends,,,
,Bioconductor,biodbKegg,,1.4.0,,R6,Bioconductor,imports,,,
,Bioconductor,biodbKegg,,1.4.0,,biodb,Bioconductor,imports,,,
,Bioconductor,biodbKegg,,1.4.0,,chk,Bioconductor,imports,,,
,Bioconductor,biodbKegg,,1.4.0,,lifecycle,Bioconductor,imports,,,
,Bioconductor,casper,,2.32.0,,R,Bioconductor,depends,,,
,Bioconductor,casper,,2.32.0,,Biobase,Bioconductor,depends,,,
,Bioconductor,casper,,2.32.0,,IRanges,Bioconductor,depends,,,
,Bioconductor,casper,,2.32.0,,methods,Bioconductor,depends,,,
,Bioconductor,casper,,2.32.0,,GenomicRanges,Bioconductor,depends,,,
,Bioconductor,casper,,2.32.0,,BiocGenerics,Bioconductor,imports,,,
,Bioconductor,casper,,2.32.0,,coda,Bioconductor,imports,,,
,Bioconductor,casper,,2.32.0,,EBarrays,Bioconductor,imports,,,
,Bioconductor,casper,,2.32.0,,gaga,Bioconductor,imports,,,
,Bioconductor,casper,,2.32.0,,gtools,Bioconductor,imports,,,
,Bioconductor,casper,,2.32.0,,GenomeInfoDb,Bioconductor,imports,,,
,Bioconductor,casper,,2.32.0,,GenomicFeatures,Bioconductor,imports,,,
,Bioconductor,casper,,2.32.0,,limma,Bioconductor,imports,,,
,Bioconductor,casper,,2.32.0,,mgcv,Bioconductor,imports,,,
,Bioconductor,casper,,2.32.0,,Rsamtools,Bioconductor,imports,,,
,Bioconductor,casper,,2.32.0,,rtracklayer,Bioconductor,imports,,,
,Bioconductor,casper,,2.32.0,,S4Vectors,Bioconductor,imports,,,
,Bioconductor,casper,,2.32.0,,sqldf,Bioconductor,imports,,,
,Bioconductor,casper,,2.32.0,,survival,Bioconductor,imports,,,
,Bioconductor,casper,,2.32.0,,VGAM,Bioconductor,imports,,,
,Bioconductor,CellaRepertorium,,1.8.0,,R,Bioconductor,depends,,,
,Bioconductor,CellaRepertorium,,1.8.0,,dplyr,Bioconductor,imports,,,
,Bioconductor,CellaRepertorium,,1.8.0,,tibble,Bioconductor,imports,,,
,Bioconductor,CellaRepertorium,,1.8.0,,stringr,Bioconductor,imports,,,
,Bioconductor,CellaRepertorium,,1.8.0,,Biostrings,Bioconductor,imports,,,
,Bioconductor,CellaRepertorium,,1.8.0,,Rcpp,Bioconductor,imports,,,
,Bioconductor,CellaRepertorium,,1.8.0,,reshape2,Bioconductor,imports,,,
,Bioconductor,CellaRepertorium,,1.8.0,,methods,Bioconductor,imports,,,
,Bioconductor,CellaRepertorium,,1.8.0,,rlang,Bioconductor,imports,,,
,Bioconductor,CellaRepertorium,,1.8.0,,purrr,Bioconductor,imports,,,
,Bioconductor,CellaRepertorium,,1.8.0,,Matrix,Bioconductor,imports,,,
,Bioconductor,CellaRepertorium,,1.8.0,,S4Vectors,Bioconductor,imports,,,
,Bioconductor,CellaRepertorium,,1.8.0,,BiocGenerics,Bioconductor,imports,,,
,Bioconductor,CellaRepertorium,,1.8.0,,tidyr,Bioconductor,imports,,,
,Bioconductor,CellaRepertorium,,1.8.0,,forcats,Bioconductor,imports,,,
,Bioconductor,CellaRepertorium,,1.8.0,,progress,Bioconductor,imports,,,
,Bioconductor,CellaRepertorium,,1.8.0,,stats,Bioconductor,imports,,,
,Bioconductor,CellaRepertorium,,1.8.0,,utils,Bioconductor,imports,,,
,Bioconductor,CellaRepertorium,,1.8.0,,generics,Bioconductor,imports,,,
,Bioconductor,CellaRepertorium,,1.8.0,,glue,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,R,Bioconductor,depends,,,
,Bioconductor,ChromSCape,,1.8.0,,shiny,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,colourpicker,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,shinyjs,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,rtracklayer,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,shinyFiles,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,shinyhelper,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,shinyWidgets,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,shinydashboardPlus,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,shinycssloaders,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,Matrix,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,plotly,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,shinydashboard,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,colorRamps,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,kableExtra,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,viridis,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,batchelor,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,BiocParallel,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,parallel,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,Rsamtools,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,ggplot2,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,ggrepel,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,gggenes,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,gridExtra,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,qualV,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,stringdist,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,stringr,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,fs,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,qs,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,DT,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,scran,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,scater,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,ConsensusClusterPlus,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,Rtsne,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,dplyr,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,tidyr,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,GenomicRanges,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,IRanges,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,irlba,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,rlist,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,umap,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,tibble,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,methods,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,jsonlite,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,edgeR,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,stats,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,graphics,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,grDevices,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,utils,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,S4Vectors,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,SingleCellExperiment,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,SummarizedExperiment,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,msigdbr,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,forcats,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,Rcpp,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,coop,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,matrixTests,Bioconductor,imports,,,
,Bioconductor,ChromSCape,,1.8.0,,DelayedArray,Bioconductor,imports,,,
,Bioconductor,CNVfilteR,,1.12.1,,R,Bioconductor,depends,,,
,Bioconductor,CNVfilteR,,1.12.1,,IRanges,Bioconductor,imports,,,
,Bioconductor,CNVfilteR,,1.12.1,,GenomicRanges,Bioconductor,imports,,,
,Bioconductor,CNVfilteR,,1.12.1,,SummarizedExperiment,Bioconductor,imports,,,
,Bioconductor,CNVfilteR,,1.12.1,,pracma,Bioconductor,imports,,,
,Bioconductor,CNVfilteR,,1.12.1,,regioneR,Bioconductor,imports,,,
,Bioconductor,CNVfilteR,,1.12.1,,assertthat,Bioconductor,imports,,,
,Bioconductor,CNVfilteR,,1.12.1,,karyoploteR,Bioconductor,imports,,,
,Bioconductor,CNVfilteR,,1.12.1,,CopyNumberPlots,Bioconductor,imports,,,
,Bioconductor,CNVfilteR,,1.12.1,,graphics,Bioconductor,imports,,,
,Bioconductor,CNVfilteR,,1.12.1,,utils,Bioconductor,imports,,,
,Bioconductor,CNVfilteR,,1.12.1,,VariantAnnotation,Bioconductor,imports,,,
,Bioconductor,CNVfilteR,,1.12.1,,Rsamtools,Bioconductor,imports,,,
,Bioconductor,CNVfilteR,,1.12.1,,GenomeInfoDb,Bioconductor,imports,,,
,Bioconductor,CNVfilteR,,1.12.1,,Biostrings,Bioconductor,imports,,,
,Bioconductor,CNVfilteR,,1.12.1,,methods,Bioconductor,imports,,,
,Bioconductor,CORREP,,1.64.0,,e1071,Bioconductor,imports,,,
,Bioconductor,CORREP,,1.64.0,,stats,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,R,Bioconductor,depends,,,
,Bioconductor,cTRAP,,1.16.0,,AnnotationDbi,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,AnnotationHub,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,binr,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,cowplot,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,data.table,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,dplyr,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,DT,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,fastmatch,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,fgsea,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,ggplot2,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,ggrepel,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,graphics,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,highcharter,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,htmltools,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,httr,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,limma,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,methods,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,parallel,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,pbapply,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,purrr,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,qs,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,R.utils,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,readxl,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,reshape2,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,rhdf5,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,rlang,Bioconductor,imports,,,
,Bioconductor,cTRAP,,1.16.0,,scales,Bioconductor,imports,,,
